cancer_type,table_key,table_name_cn,tag_id,tag_name,field_key,annotation_scope,created_at,description,description_source
乳腺癌,ods_br_cancer_pathology_detail,病理诊断与分子指标表,2433,浸润灶镜下最大径,浸润灶镜下最大径,structured,2026-06-02,"浸润病灶镜下最大直径。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
乳腺癌,ods_br_cancer_pathology_detail,病理诊断与分子指标表,2505,淋巴结检及数,淋巴结检及数,structured,2026-06-02,"淋巴结检查及数量情况。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
乳腺癌,ods_br_cancer_pathology_detail,病理诊断与分子指标表,387,病理报告日期,pathology_report_date,structured,2026-05-08,病理报告出具日期,original
乳腺癌,ods_br_cancer_pathology_detail,病理诊断与分子指标表,350,组织学分级,histological_grade,structured,2026-05-08,组织学分级,original
乳腺癌,ods_br_cancer_pathology_detail,病理诊断与分子指标表,2241,肿瘤坏死,manual:bb4d831bc049,structured,2026-06-02,肿瘤组织是否存在坏死,generated
乳腺癌,ods_br_cancer_pathology_detail,病理诊断与分子指标表,707,肿瘤最大径(病理),tumor_max_dia_mm,structured,2026-05-08,"病理测量的肿瘤最大直径。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
乳腺癌,ods_br_cancer_pathology_detail,病理诊断与分子指标表,2390,肿瘤最小径,肿瘤最小径,structured,2026-06-02,"肿瘤病灶测量的最小直径。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
乳腺癌,ods_br_cancer_pathology_detail,病理诊断与分子指标表,2301,送检标本类型,送检标本类型,structured,2026-06-02,送检病理检查的标本类型,generated
乳腺癌,ods_br_cancer_patient_profile,患者基础特征与筛查表,338,乳腺密度分级,breast_density_acr,structured,2026-05-08,乳腺密度分级,original
乳腺癌,ods_br_cancer_patient_profile,患者基础特征与筛查表,327,初次生育年龄,first_birth_age,structured,2026-05-08,初次生育年龄,original
乳腺癌,ods_br_cancer_patient_profile,患者基础特征与筛查表,330,吸烟史判定,smoking_history,structured,2026-05-08,吸烟史判定,original
乳腺癌,ods_br_cancer_patient_profile,患者基础特征与筛查表,2336,妊娠状态,妊娠状态,structured,2026-06-02,患者是否处于妊娠状态,generated
乳腺癌,ods_br_cancer_patient_profile,患者基础特征与筛查表,343,居住地类型,residence_type,structured,2026-05-08,居住地类型,original
乳腺癌,ods_br_cancer_patient_profile,患者基础特征与筛查表,2357,性别/年龄,性别/年龄,structured,2026-06-02,患者的性别及年龄信息,generated
乳腺癌,ods_br_cancer_patient_profile,患者基础特征与筛查表,328,月经初潮年龄,menarche_age,structured,2026-05-08,月经初潮年龄；单位：岁,original
乳腺癌,ods_br_cancer_patient_profile,患者基础特征与筛查表,311,确诊年龄,patient_age,structured,2026-05-08,患者确诊年龄；单位：岁，注意不一定是患者当前的年龄,original
乳腺癌,ods_br_cancer_patient_profile,患者基础特征与筛查表,333,糖尿病史,diabetes_history,structured,2026-05-08,糖尿病史,original
乳腺癌,ods_br_cancer_patient_profile,患者基础特征与筛查表,329,累计哺乳总月数,breast_feeding_months,structured,2026-05-08,累计哺乳总月数；单位：月,original
乳腺癌,ods_br_cancer_patient_profile,患者基础特征与筛查表,312,绝经状态,menopause_status,structured,2026-05-08,绝经状态,original
乳腺癌,ods_br_cancer_patient_profile,患者基础特征与筛查表,332,饮酒史判定,alcohol_history,structured,2026-05-08,饮酒史判定,original
乳腺癌,ods_br_cancer_patient_profile,患者基础特征与筛查表,336,高脂血症史,hyperlipidemia_h,structured,2026-05-08,患者既往高脂血症情况,generated
乳腺癌,ods_br_cancer_patient_profile,患者基础特征与筛查表,334,高血压史,hypertension_history,structured,2026-05-08,高血压史,original
乳腺癌,ods_br_cancer_staging_prognosis,分期与预后评估表,393,AJCC解剖分期,ajcc_stage_group,structured,2026-05-08,AJCC第8版解剖分期结论,original
乳腺癌,ods_br_cancer_staging_prognosis,分期与预后评估表,2396,cM分期,cM分期,structured,2026-06-02,临床评估的远处转移分期,generated
乳腺癌,ods_br_cancer_staging_prognosis,分期与预后评估表,2402,cN分期,cN分期,structured,2026-06-02,临床评估的区域淋巴结分期,generated
乳腺癌,ods_br_cancer_staging_prognosis,分期与预后评估表,2395,cT分期,cT分期,structured,2026-06-02,临床评估的原发肿瘤T分期,generated
乳腺癌,ods_br_cancer_staging_prognosis,分期与预后评估表,400,Miller & Payne分级,mp_grade_system,structured,2026-05-08,Miller & Payne 新辅助治疗后病理反应分级,original
乳腺癌,ods_br_cancer_staging_prognosis,分期与预后评估表,397,pCR(病理完全缓解),pcr_status_bp,structured,2026-05-08,病理学完全缓解(pCR)判定；标准：ypT0/is ypN0为是,original
乳腺癌,ods_br_cancer_staging_prognosis,分期与预后评估表,2389,pM分期,pM分期,structured,2026-06-02,病理远处转移分期结果,generated
乳腺癌,ods_br_cancer_staging_prognosis,分期与预后评估表,399,RCB分级,rcb_class_grade,structured,2026-05-08,RCB分级,original
乳腺癌,ods_br_cancer_staging_prognosis,分期与预后评估表,396,新辅助后病理N分期,ypn_stage,structured,2026-05-08,新辅助治疗后病理N分期,original
乳腺癌,ods_br_cancer_staging_prognosis,分期与预后评估表,395,新辅助后病理T分期,ypt_stage,structured,2026-05-08,新辅助治疗后病理T分期,original
乳腺癌,ods_br_cancer_staging_prognosis,分期与预后评估表,2542,是否双侧乳腺癌,f_8ef2aeed,structured,2026-06-09,表示是否为双侧乳腺癌,generated
乳腺癌,ods_br_cancer_staging_prognosis,分期与预后评估表,392,病理N分期,pathological_n_stage,structured,2026-05-08,病理N分期,original
乳腺癌,ods_br_cancer_staging_prognosis,分期与预后评估表,391,病理T分期,pathological_t_stage,structured,2026-05-08,病理T分期(手术切除标本),original
乳腺癌,ods_br_cancer_staging_prognosis,分期与预后评估表,2546,脑转移,f_840bd215,structured,2026-06-09,是否存在脑部转移病灶,generated
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,472,SLNB 阳性枚数,slnb_pos_count,structured,2026-05-08,记录前哨淋巴结活检阳性枚数，保留原文数值和单位,config2_table_value_rule
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,2321,上切缘,上切缘,structured,2026-06-02,手术标本上方切缘情况,generated
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,478,上切缘状态,op_margin_superior,structured,2026-05-08,上切缘状态,original
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,479,下切缘状态,op_margin_inferior,structured,2026-05-08,下切缘状态,original
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,2232,乳房切除史,manual:4c81c7176fdc,structured,2026-06-02,患者既往乳房切除情况,generated
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,467,乳腺手术主术式,op_type_breast,structured,2026-05-08,乳腺手术主术式,original
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,2322,内切缘,内切缘,structured,2026-06-02,手术切除标本的内侧切缘情况,generated
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,480,内切缘状态,op_margin_medial,structured,2026-05-08,内切缘状态,original
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,482,前(浅)切缘状态,op_margin_anterior,structured,2026-05-08,前(浅)切缘状态,original
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,2470,前哨淋巴结活检总数,前哨淋巴结活检总数,structured,2026-06-02,记录前哨淋巴结活检检出或送检的总枚数，保留原文数值和单位,config2_table_value_rule
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,2469,前哨淋巴结活检阳性数,前哨淋巴结活检阳性数,structured,2026-06-02,记录前哨淋巴结活检阳性枚数，保留原文数值和单位,config2_table_value_rule
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,2387,前哨淋巴结清扫总数,前哨淋巴结清扫总数,structured,2026-06-02,记录原文明确为前哨淋巴结清扫/检出/送检的总数量，保留原文数值和单位,config2_table_value_rule
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,483,后(深)切缘状态,op_margin_posterior,structured,2026-05-08,后(深)切缘状态,original
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,2326,外切缘,外切缘,structured,2026-06-02,手术切除标本的外侧切缘情况,generated
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,481,外切缘状态,op_margin_lateral,structured,2026-05-08,外切缘状态,original
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,738,大体标本肉眼评价,pcr_visual_eval,structured,2026-05-08,大体标本的肉眼观察评价,generated
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,466,手术日期,op_date,structured,2026-05-08,手术日期,original
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,495,手术时长,op_duration,structured,2026-05-08,手术时长；单位：min,original
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,469,是否保留皮肤(SSM),op_skin_sparing,structured,2026-05-08,是否保留皮肤(SSM),original
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,486,是否行乳房重建,recon_flag,structured,2026-05-08,是否行乳房重建,original
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,484,最小切缘距离,margin_dist_min,structured,2026-05-08,病灶至切缘的最短距离,generated
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,494,术中出血量,op_blood_loss,structured,2026-05-08,术中出血量；单位：ml,original
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,2394,淋巴结清扫总数,淋巴结清扫总数,structured,2026-06-02,记录手术清扫淋巴结的总数量；如原文明确为腋窝清扫，优先对应腋窝清扫字段,generated
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,2444,腋清淋巴结总数,腋清淋巴结总数,structured,2026-06-02,记录腋窝淋巴结清扫检出或送检的总枚数,generated
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,470,腋窝手术主术式,op_type_axilla,structured,2026-05-08,腋窝手术主术式,original
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,474,腋窝清扫总枚数,alnd_total_count,structured,2026-05-08,腋窝清扫总枚数,original
乳腺癌,ods_br_cancer_surgical_atomic,手术操作原子化表,475,腋窝清扫阳性枚数,alnd_pos_count,structured,2026-05-08,记录腋窝淋巴结清扫的总枚数,original
乳腺癌,ods_onc_drug,乳腺癌·ods_onc_drug,2227,内分泌治疗史,ts_treat_endocrine_therapy,structured,2026-06-01,患者既往内分泌治疗记录,generated
乳腺癌,ods_onc_molecular_test_detail,乳腺癌·ods_onc_molecular_test_detail,2224,HER2基因状态,ts_gene_her2_status,structured,2026-06-01,表示HER2基因扩增状态,generated
(跨癌种),ods_admission_record,门诊/入院记录表,1808,Sv1振幅,atom_2d1b00b0249f,structured,2026-06-01,"心电图V1导联S波振幅。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_admission_record,门诊/入院记录表,2290,专科情况,专科情况,structured,2026-06-02,记录专科相关检查及病情情况,generated
(跨癌种),ods_admission_record,门诊/入院记录表,2316,专科查体,专科查体,structured,2026-06-02,记录专科相关体格检查结果,generated
(跨癌种),ods_admission_record,门诊/入院记录表,21,个人史,personal_history,structured,2026-05-08,个人史,original
